RUN DATE,MODEL,EPOCH COUNT,LEARNING RATE,TOP-1 ACCURACY,TOP-3 ACCURACY,TOP-5 ACCURACY
241217073233,hf_hub:timm/deit3_large_patch16_224.fb_in22k_ft_in1k,13,0.001,0.848896219233697,0.95597564070033,0.974879472215174
241217133215,hf_hub:timm/vit_mediumd_patch16_reg4_gap_384.sbb2_e200_in12k_ft_in1k,18,0.001,0.841918294849023,0.954199441766049,0.974118244100482
241218111917,convnext_xxlarge.clip_laion2b_soup_ft_in1k,19,0.001,0.884293326566861,0.971073331641715,0.98528292311596
241218183326,resnext101_32x32d.fb_wsl_ig1b_ft_in1k,19,0.001,0.740040598832784,0.895584876934788,0.935929967013448
